#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
7429,act_76_4,empty_room,2.4,1,,,,d,,,,,,pick_up,,
7430,act_76_5,empty_room,2.4,1,,,,d,,,,,,sit_down,,
7431,act_76_6,empty_room,2.4,1,,,,d,,,,,,stand_up,,
7432,act_76_7,empty_room,2.4,1,,,,d,,,,,,nothing,,
7433,act_76_8,empty_room,2.4,1,,,,d,,,,,,walk,,
7434,act_76_9,empty_room,2.4,1,,,,d,,,,,,rotation,,
7435,act_76_10,empty_room,2.4,1,,,,e,,,,,,jump,,
7436,act_76_11,empty_room,2.4,1,,,,e,,,,,,wave,,
7437,act_76_12,empty_room,2.4,1,,,,e,,,,,,lie_down,,
7438,act_76_13,empty_room,2.4,1,,,,e,,,,,,pick_up,,
7439,act_76_14,empty_room,2.4,1,,,,e,,,,,,sit_down,,
7440,act_76_15,empty_room,2.4,1,,,,e,,,,,,stand_up,,
7441,act_76_16,empty_room,2.4,1,,,,e,,,,,,nothing,,
7442,act_76_17,empty_room,2.4,1,,,,e,,,,,,walk,,
7443,act_76_18,empty_room,2.4,1,,,,e,,,,,,rotation,,
7444,act_76_19,empty_room,2.4,1,,,,a,,,,,,jump,,
7445,act_76_20,empty_room,2.4,1,,,,a,,,,,,wave,,
7446,act_76_21,empty_room,2.4,1,,,,a,,,,,,lie_down,,
7447,act_76_22,empty_room,2.4,1,,,,a,,,,,,pick_up,,
7448,act_76_23,empty_room,2.4,1,,,,a,,,,,,sit_down,,
7449,act_76_24,empty_room,2.4,1,,,,a,,,,,,stand_up,,
7450,act_76_25,empty_room,2.4,1,,,,a,,,,,,nothing,,
7451,act_76_26,empty_room,2.4,1,,,,a,,,,,,walk,,
7452,act_76_27,empty_room,2.4,1,,,,a,,,,,,rotation,,
7453,act_76_28,empty_room,2.4,1,,,,b,,,,,,jump,,
7454,act_76_29,empty_room,2.4,1,,,,b,,,,,,wave,,
7455,act_76_30,empty_room,2.4,1,,,,b,,,,,,lie_down,,
7456,act_76_31,empty_room,2.4,1,,,,b,,,,,,pick_up,,
7457,act_76_32,empty_room,2.4,1,,,,b,,,,,,sit_down,,
7458,act_76_33,empty_room,2.4,1,,,,b,,,,,,stand_up,,
7459,act_76_34,empty_room,2.4,1,,,,b,,,,,,nothing,,
7460,act_76_35,empty_room,2.4,1,,,,b,,,,,,walk,,
7461,act_76_36,empty_room,2.4,1,,,,b,,,,,,rotation,,
7462,act_76_37,empty_room,2.4,1,,,,c,,,,,,jump,,
7463,act_76_38,empty_room,2.4,1,,,,c,,,,,,wave,,
7464,act_76_39,empty_room,2.4,1,,,,c,,,,,,lie_down,,
7465,act_76_40,empty_room,2.4,1,,,,c,,,,,,pick_up,,
7466,act_76_41,empty_room,2.4,1,,,,c,,,,,,sit_down,,
7467,act_76_42,empty_room,2.4,1,,,,c,,,,,,stand_up,,
7468,act_76_43,empty_room,2.4,1,,,,c,,,,,,nothing,,
7469,act_76_44,empty_room,2.4,1,,,,c,,,,,,walk,,
7470,act_76_45,empty_room,2.4,1,,,,c,,,,,,rotation,,
7471,act_76_46,empty_room,2.4,1,,,,d,,,,,,walk,,
7472,act_76_47,empty_room,2.4,1,,,,d,,,,,,rotation,,
7473,act_76_48,empty_room,2.4,1,,,,d,,,,,,jump,,
7474,act_76_49,empty_room,2.4,1,,,,d,,,,,,wave,,
7475,act_76_50,empty_room,2.4,1,,,,d,,,,,,lie_down,,
7476,act_76_51,empty_room,2.4,1,,,,d,,,,,,pick_up,,
7477,act_76_52,empty_room,2.4,1,,,,d,,,,,,sit_down,,
7478,act_76_53,empty_room,2.4,1,,,,d,,,,,,stand_up,,
7479,act_76_54,empty_room,2.4,1,,,,d,,,,,,nothing,,
7480,act_76_55,empty_room,2.4,1,,,,e,,,,,,walk,,
7481,act_76_56,empty_room,2.4,1,,,,e,,,,,,rotation,,
7482,act_76_57,empty_room,2.4,1,,,,e,,,,,,jump,,
7483,act_76_58,empty_room,2.4,1,,,,e,,,,,,wave,,
7484,act_76_59,empty_room,2.4,1,,,,e,,,,,,lie_down,,
7485,act_76_60,empty_room,2.4,1,,,,e,,,,,,pick_up,,
7486,act_76_61,empty_room,2.4,1,,,,e,,,,,,sit_down,,
7487,act_76_62,empty_room,2.4,1,,,,e,,,,,,stand_up,,
7488,act_76_63,empty_room,2.4,1,,,,e,,,,,,nothing,,
7489,act_76_64,empty_room,2.4,1,,,,a,,,,,,walk,,
7490,act_76_65,empty_room,2.4,1,,,,a,,,,,,rotation,,
7491,act_76_66,empty_room,2.4,1,,,,a,,,,,,jump,,
7492,act_76_67,empty_room,2.4,1,,,,a,,,,,,wave,,
7493,act_76_68,empty_room,2.4,1,,,,a,,,,,,lie_down,,
7494,act_76_69,empty_room,2.4,1,,,,a,,,,,,pick_up,,
7495,act_76_70,empty_room,2.4,1,,,,a,,,,,,sit_down,,
7496,act_76_71,empty_room,2.4,1,,,,a,,,,,,stand_up,,
7497,act_76_72,empty_room,2.4,1,,,,a,,,,,,nothing,,
7498,act_76_73,empty_room,2.4,1,,,,b,,,,,,walk,,
7499,act_76_74,empty_room,2.4,1,,,,b,,,,,,rotation,,
7500,act_76_75,empty_room,2.4,1,,,,b,,,,,,jump,,
7501,act_76_76,empty_room,2.4,1,,,,b,,,,,,wave,,
7502,act_76_77,empty_room,2.4,1,,,,b,,,,,,lie_down,,
7503,act_76_78,empty_room,2.4,1,,,,b,,,,,,pick_up,,
7504,act_76_79,empty_room,2.4,1,,,,b,,,,,,sit_down,,
7505,act_76_80,empty_room,2.4,1,,,,b,,,,,,stand_up,,
7506,act_76_81,empty_room,2.4,1,,,,b,,,,,,nothing,,
7507,act_76_82,empty_room,2.4,1,,,,c,,,,,,nothing,,
7508,act_76_83,empty_room,2.4,1,,,,c,,,,,,walk,,
7509,act_76_84,empty_room,2.4,1,,,,c,,,,,,rotation,,
7510,act_76_85,empty_room,2.4,1,,,,c,,,,,,jump,,
7511,act_76_86,empty_room,2.4,1,,,,c,,,,,,wave,,
7512,act_76_87,empty_room,2.4,1,,,,c,,,,,,lie_down,,
7513,act_76_88,empty_room,2.4,1,,,,c,,,,,,pick_up,,
7514,act_76_89,empty_room,2.4,1,,,,c,,,,,,sit_down,,
7515,act_76_90,empty_room,2.4,1,,,,c,,,,,,stand_up,,
7516,act_76_91,empty_room,2.4,1,,,,d,,,,,,nothing,,
7517,act_76_92,empty_room,2.4,1,,,,d,,,,,,walk,,
7518,act_76_93,empty_room,2.4,1,,,,d,,,,,,rotation,,
7519,act_76_94,empty_room,2.4,1,,,,d,,,,,,jump,,
7520,act_76_95,empty_room,2.4,1,,,,d,,,,,,wave,,
7521,act_76_96,empty_room,2.4,1,,,,d,,,,,,lie_down,,
7522,act_76_97,empty_room,2.4,1,,,,d,,,,,,pick_up,,
7523,act_76_98,empty_room,2.4,1,,,,d,,,,,,sit_down,,
7524,act_76_99,empty_room,2.4,1,,,,d,,,,,,stand_up,,
7525,act_77_1,empty_room,2.4,1,,,,,e,,,,,,wave,
7526,act_77_2,empty_room,2.4,1,,,,,e,,,,,,lie_down,
7527,act_77_3,empty_room,2.4,1,,,,,e,,,,,,pick_up,
7528,act_77_4,empty_room,2.4,1,,,,,e,,,,,,sit_down,
7529,act_77_5,empty_room,2.4,1,,,,,e,,,,,,stand_up,
7530,act_77_6,empty_room,2.4,1,,,,,e,,,,,,nothing,
7531,act_77_7,empty_room,2.4,1,,,,,e,,,,,,walk,
7532,act_77_8,empty_room,2.4,1,,,,,e,,,,,,rotation,
7533,act_77_9,empty_room,2.4,1,,,,,e,,,,,,jump,
7534,act_77_10,empty_room,2.4,1,,,,,a,,,,,,wave,
7535,act_77_11,empty_room,2.4,1,,,,,a,,,,,,lie_down,
7536,act_77_12,empty_room,2.4,1,,,,,a,,,,,,pick_up,
7537,act_77_13,empty_room,2.4,1,,,,,a,,,,,,sit_down,
7538,act_77_14,empty_room,2.4,1,,,,,a,,,,,,stand_up,
7539,act_77_15,empty_room,2.4,1,,,,,a,,,,,,nothing,
7540,act_77_16,empty_room,2.4,1,,,,,a,,,,,,walk,
7541,act_77_17,empty_room,2.4,1,,,,,a,,,,,,rotation,
7542,act_77_18,empty_room,2.4,1,,,,,a,,,,,,jump,
7543,act_77_19,empty_room,2.4,1,,,,,b,,,,,,wave,
7544,act_77_20,empty_room,2.4,1,,,,,b,,,,,,lie_down,
7545,act_77_21,empty_room,2.4,1,,,,,b,,,,,,pick_up,
7546,act_77_22,empty_room,2.4,1,,,,,b,,,,,,sit_down,
7547,act_77_23,empty_room,2.4,1,,,,,b,,,,,,stand_up,
7548,act_77_24,empty_room,2.4,1,,,,,b,,,,,,nothing,
7549,act_77_25,empty_room,2.4,1,,,,,b,,,,,,walk,
7550,act_77_26,empty_room,2.4,1,,,,,b,,,,,,rotation,
7551,act_77_27,empty_room,2.4,1,,,,,b,,,,,,jump,
7552,act_77_28,empty_room,2.4,1,,,,,c,,,,,,wave,
7553,act_77_29,empty_room,2.4,1,,,,,c,,,,,,lie_down,
7554,act_77_30,empty_room,2.4,1,,,,,c,,,,,,pick_up,
7555,act_77_31,empty_room,2.4,1,,,,,c,,,,,,sit_down,
7556,act_77_32,empty_room,2.4,1,,,,,c,,,,,,stand_up,
7557,act_77_33,empty_room,2.4,1,,,,,c,,,,,,nothing,
7558,act_77_34,empty_room,2.4,1,,,,,c,,,,,,walk,
7559,act_77_35,empty_room,2.4,1,,,,,c,,,,,,rotation,
7560,act_77_36,empty_room,2.4,1,,,,,c,,,,,,jump,
7561,act_77_37,empty_room,2.4,1,,,,,d,,,,,,wave,
7562,act_77_38,empty_room,2.4,1,,,,,d,,,,,,lie_down,
7563,act_77_39,empty_room,2.4,1,,,,,d,,,,,,pick_up,
7564,act_77_40,empty_room,2.4,1,,,,,d,,,,,,sit_down,
7565,act_77_41,empty_room,2.4,1,,,,,d,,,,,,stand_up,
7566,act_77_42,empty_room,2.4,1,,,,,d,,,,,,nothing,
7567,act_77_43,empty_room,2.4,1,,,,,d,,,,,,walk,
7568,act_77_44,empty_room,2.4,1,,,,,d,,,,,,rotation,
7569,act_77_45,empty_room,2.4,1,,,,,d,,,,,,jump,
7570,act_77_46,empty_room,2.4,1,,,,,e,,,,,,rotation,
7571,act_77_47,empty_room,2.4,1,,,,,e,,,,,,jump,
7572,act_77_48,empty_room,2.4,1,,,,,e,,,,,,wave,
7573,act_77_49,empty_room,2.4,1,,,,,e,,,,,,lie_down,
7574,act_77_50,empty_room,2.4,1,,,,,e,,,,,,pick_up,
7575,act_77_51,empty_room,2.4,1,,,,,e,,,,,,sit_down,
7576,act_77_52,empty_room,2.4,1,,,,,e,,,,,,stand_up,
7577,act_77_53,empty_room,2.4,1,,,,,e,,,,,,nothing,
7578,act_77_54,empty_room,2.4,1,,,,,e,,,,,,walk,
7579,act_77_55,empty_room,2.4,1,,,,,a,,,,,,rotation,
7580,act_77_56,empty_room,2.4,1,,,,,a,,,,,,jump,
7581,act_77_57,empty_room,2.4,1,,,,,a,,,,,,wave,
7582,act_77_58,empty_room,2.4,1,,,,,a,,,,,,lie_down,
7583,act_77_59,empty_room,2.4,1,,,,,a,,,,,,pick_up,
7584,act_77_60,empty_room,2.4,1,,,,,a,,,,,,sit_down,
7585,act_77_61,empty_room,2.4,1,,,,,a,,,,,,stand_up,
7586,act_77_62,empty_room,2.4,1,,,,,a,,,,,,nothing,
7587,act_77_63,empty_room,2.4,1,,,,,a,,,,,,walk,
7588,act_77_64,empty_room,2.4,1,,,,,b,,,,,,walk,
7589,act_77_65,empty_room,2.4,1,,,,,b,,,,,,rotation,
7590,act_77_66,empty_room,2.4,1,,,,,b,,,,,,jump,
7591,act_77_67,empty_room,2.4,1,,,,,b,,,,,,wave,
7592,act_77_68,empty_room,2.4,1,,,,,b,,,,,,lie_down,
7593,act_77_69,empty_room,2.4,1,,,,,b,,,,,,pick_up,
7594,act_77_70,empty_room,2.4,1,,,,,b,,,,,,sit_down,
7595,act_77_71,empty_room,2.4,1,,,,,b,,,,,,stand_up,
7596,act_77_72,empty_room,2.4,1,,,,,b,,,,,,nothing,
7597,act_77_73,empty_room,2.4,1,,,,,c,,,,,,walk,
7598,act_77_74,empty_room,2.4,1,,,,,c,,,,,,rotation,
7599,act_77_75,empty_room,2.4,1,,,,,c,,,,,,jump,
7600,act_77_76,empty_room,2.4,1,,,,,c,,,,,,wave,
7601,act_77_77,empty_room,2.4,1,,,,,c,,,,,,lie_down,
7602,act_77_78,empty_room,2.4,1,,,,,c,,,,,,pick_up,
7603,act_77_79,empty_room,2.4,1,,,,,c,,,,,,sit_down,
7604,act_77_80,empty_room,2.4,1,,,,,c,,,,,,stand_up,
7605,act_77_81,empty_room,2.4,1,,,,,c,,,,,,nothing,
7606,act_77_82,empty_room,2.4,1,,,,,d,,,,,,walk,
7607,act_77_83,empty_room,2.4,1,,,,,d,,,,,,rotation,
7608,act_77_84,empty_room,2.4,1,,,,,d,,,,,,jump,
7609,act_77_85,empty_room,2.4,1,,,,,d,,,,,,wave,
7610,act_77_86,empty_room,2.4,1,,,,,d,,,,,,lie_down,
7611,act_77_87,empty_room,2.4,1,,,,,d,,,,,,pick_up,
7612,act_77_88,empty_room,2.4,1,,,,,d,,,,,,sit_down,
7613,act_77_89,empty_room,2.4,1,,,,,d,,,,,,stand_up,
7614,act_77_90,empty_room,2.4,1,,,,,d,,,,,,nothing,
7615,act_77_91,empty_room,2.4,1,,,,,e,,,,,,nothing,
7616,act_77_92,empty_room,2.4,1,,,,,e,,,,,,walk,
7617,act_77_93,empty_room,2.4,1,,,,,e,,,,,,rotation,
7618,act_77_94,empty_room,2.4,1,,,,,e,,,,,,jump,
7619,act_77_95,empty_room,2.4,1,,,,,e,,,,,,wave,
7620,act_77_96,empty_room,2.4,1,,,,,e,,,,,,lie_down,
7621,act_77_97,empty_room,2.4,1,,,,,e,,,,,,pick_up,
7622,act_77_98,empty_room,2.4,1,,,,,e,,,,,,sit_down,
7623,act_77_99,empty_room,2.4,1,,,,,e,,,,,,stand_up,
7624,act_78_1,empty_room,2.4,1,,,,,,a,,,,,,nothing
7625,act_78_2,empty_room,2.4,1,,,,,,a,,,,,,walk
7626,act_78_3,empty_room,2.4,1,,,,,,a,,,,,,rotation
7627,act_78_4,empty_room,2.4,1,,,,,,a,,,,,,jump
7628,act_78_5,empty_room,2.4,1,,,,,,a,,,,,,wave
7629,act_78_6,empty_room,2.4,1,,,,,,a,,,,,,lie_down
7630,act_78_7,empty_room,2.4,1,,,,,,a,,,,,,pick_up
7631,act_78_8,empty_room,2.4,1,,,,,,a,,,,,,sit_down
7632,act_78_9,empty_room,2.4,1,,,,,,a,,,,,,stand_up
7633,act_78_10,empty_room,2.4,1,,,,,,b,,,,,,nothing
7634,act_78_11,empty_room,2.4,1,,,,,,b,,,,,,walk
7635,act_78_12,empty_room,2.4,1,,,,,,b,,,,,,rotation
7636,act_78_13,empty_room,2.4,1,,,,,,b,,,,,,jump
7637,act_78_14,empty_room,2.4,1,,,,,,b,,,,,,wave
7638,act_78_15,empty_room,2.4,1,,,,,,b,,,,,,lie_down
7639,act_78_16,empty_room,2.4,1,,,,,,b,,,,,,pick_up
7640,act_78_17,empty_room,2.4,1,,,,,,b,,,,,,sit_down
7641,act_78_18,empty_room,2.4,1,,,,,,b,,,,,,stand_up
7642,act_78_19,empty_room,2.4,1,,,,,,c,,,,,,nothing
7643,act_78_20,empty_room,2.4,1,,,,,,c,,,,,,walk
7644,act_78_21,empty_room,2.4,1,,,,,,c,,,,,,rotation
7645,act_78_22,empty_room,2.4,1,,,,,,c,,,,,,jump
7646,act_78_23,empty_room,2.4,1,,,,,,c,,,,,,wave
7647,act_78_24,empty_room,2.4,1,,,,,,c,,,,,,lie_down
7648,act_78_25,empty_room,2.4,1,,,,,,c,,,,,,pick_up
7649,act_78_26,empty_room,2.4,1,,,,,,c,,,,,,sit_down
7650,act_78_27,empty_room,2.4,1,,,,,,c,,,,,,stand_up
7651,act_78_28,empty_room,2.4,1,,,,,,d,,,,,,nothing
7652,act_78_29,empty_room,2.4,1,,,,,,d,,,,,,walk
7653,act_78_30,empty_room,2.4,1,,,,,,d,,,,,,rotation
7654,act_78_31,empty_room,2.4,1,,,,,,d,,,,,,jump
7655,act_78_32,empty_room,2.4,1,,,,,,d,,,,,,wave
7656,act_78_33,empty_room,2.4,1,,,,,,d,,,,,,lie_down
7657,act_78_34,empty_room,2.4,1,,,,,,d,,,,,,pick_up
7658,act_78_35,empty_room,2.4,1,,,,,,d,,,,,,sit_down
7659,act_78_36,empty_room,2.4,1,,,,,,d,,,,,,stand_up
7660,act_78_37,empty_room,2.4,1,,,,,,e,,,,,,nothing
7661,act_78_38,empty_room,2.4,1,,,,,,e,,,,,,walk
7662,act_78_39,empty_room,2.4,1,,,,,,e,,,,,,rotation
7663,act_78_40,empty_room,2.4,1,,,,,,e,,,,,,jump
7664,act_78_41,empty_room,2.4,1,,,,,,e,,,,,,wave
7665,act_78_42,empty_room,2.4,1,,,,,,e,,,,,,lie_down
7666,act_78_43,empty_room,2.4,1,,,,,,e,,,,,,pick_up
7667,act_78_44,empty_room,2.4,1,,,,,,e,,,,,,sit_down
7668,act_78_45,empty_room,2.4,1,,,,,,e,,,,,,stand_up
7669,act_78_46,empty_room,2.4,1,,,,,,a,,,,,,nothing
7670,act_78_47,empty_room,2.4,1,,,,,,a,,,,,,walk
7671,act_78_48,empty_room,2.4,1,,,,,,a,,,,,,rotation
7672,act_78_49,empty_room,2.4,1,,,,,,a,,,,,,jump
7673,act_78_50,empty_room,2.4,1,,,,,,a,,,,,,wave
7674,act_78_51,empty_room,2.4,1,,,,,,a,,,,,,lie_down
7675,act_78_52,empty_room,2.4,1,,,,,,a,,,,,,pick_up
7676,act_78_53,empty_room,2.4,1,,,,,,a,,,,,,sit_down
7677,act_78_54,empty_room,2.4,1,,,,,,a,,,,,,stand_up
7678,act_78_55,empty_room,2.4,1,,,,,,b,,,,,,nothing
7679,act_78_56,empty_room,2.4,1,,,,,,b,,,,,,walk
7680,act_78_57,empty_room,2.4,1,,,,,,b,,,,,,rotation
7681,act_78_58,empty_room,2.4,1,,,,,,b,,,,,,jump
7682,act_78_59,empty_room,2.4,1,,,,,,b,,,,,,wave
7683,act_78_60,empty_room,2.4,1,,,,,,b,,,,,,lie_down
7684,act_78_61,empty_room,2.4,1,,,,,,b,,,,,,pick_up
7685,act_78_62,empty_room,2.4,1,,,,,,b,,,,,,sit_down
7686,act_78_63,empty_room,2.4,1,,,,,,b,,,,,,stand_up
7687,act_78_64,empty_room,2.4,1,,,,,,c,,,,,,nothing
7688,act_78_65,empty_room,2.4,1,,,,,,c,,,,,,walk
7689,act_78_66,empty_room,2.4,1,,,,,,c,,,,,,rotation
7690,act_78_67,empty_room,2.4,1,,,,,,c,,,,,,jump
7691,act_78_68,empty_room,2.4,1,,,,,,c,,,,,,wave
7692,act_78_69,empty_room,2.4,1,,,,,,c,,,,,,lie_down
7693,act_78_70,empty_room,2.4,1,,,,,,c,,,,,,pick_up
7694,act_78_71,empty_room,2.4,1,,,,,,c,,,,,,sit_down
7695,act_78_72,empty_room,2.4,1,,,,,,c,,,,,,stand_up
7696,act_78_73,empty_room,2.4,1,,,,,,d,,,,,,nothing
7697,act_78_74,empty_room,2.4,1,,,,,,d,,,,,,walk
7698,act_78_75,empty_room,2.4,1,,,,,,d,,,,,,rotation
7699,act_78_76,empty_room,2.4,1,,,,,,d,,,,,,jump
7700,act_78_77,empty_room,2.4,1,,,,,,d,,,,,,wave
7701,act_78_78,empty_room,2.4,1,,,,,,d,,,,,,lie_down
7702,act_78_79,empty_room,2.4,1,,,,,,d,,,,,,pick_up
7703,act_78_80,empty_room,2.4,1,,,,,,d,,,,,,sit_down
7704,act_78_81,empty_room,2.4,1,,,,,,d,,,,,,stand_up
7705,act_78_82,empty_room,2.4,1,,,,,,e,,,,,,nothing
7706,act_78_83,empty_room,2.4,1,,,,,,e,,,,,,walk
7707,act_78_84,empty_room,2.4,1,,,,,,e,,,,,,rotation
7708,act_78_85,empty_room,2.4,1,,,,,,e,,,,,,jump
7709,act_78_86,empty_room,2.4,1,,,,,,e,,,,,,wave
7710,act_78_87,empty_room,2.4,1,,,,,,e,,,,,,lie_down
7711,act_78_88,empty_room,2.4,1,,,,,,e,,,,,,pick_up
7712,act_78_89,empty_room,2.4,1,,,,,,e,,,,,,sit_down
7713,act_78_90,empty_room,2.4,1,,,,,,e,,,,,,stand_up
7714,act_78_91,empty_room,2.4,1,,,,,,a,,,,,,nothing
7715,act_78_92,empty_room,2.4,1,,,,,,a,,,,,,walk
7716,act_78_93,empty_room,2.4,1,,,,,,a,,,,,,rotation
7717,act_78_94,empty_room,2.4,1,,,,,,a,,,,,,jump
7718,act_78_95,empty_room,2.4,1,,,,,,a,,,,,,wave
7719,act_78_96,empty_room,2.4,1,,,,,,a,,,,,,lie_down
7720,act_78_97,empty_room,2.4,1,,,,,,a,,,,,,pick_up
7721,act_78_98,empty_room,2.4,1,,,,,,a,,,,,,sit_down
7722,act_78_99,empty_room,2.4,1,,,,,,a,,,,,,stand_up
8911,act_91_1,empty_room,5.0,1,a,,,,,,nothing,,,,,
8912,act_91_2,empty_room,5.0,1,a,,,,,,walk,,,,,
8913,act_91_3,empty_room,5.0,1,a,,,,,,rotation,,,,,
8914,act_91_4,empty_room,5.0,1,a,,,,,,jump,,,,,
8915,act_91_5,empty_room,5.0,1,a,,,,,,wave,,,,,
8916,act_91_6,empty_room,5.0,1,a,,,,,,lie_down,,,,,
8917,act_91_7,empty_room,5.0,1,a,,,,,,pick_up,,,,,
8918,act_91_8,empty_room,5.0,1,a,,,,,,sit_down,,,,,
8919,act_91_9,empty_room,5.0,1,a,,,,,,stand_up,,,,,
8920,act_91_10,empty_room,5.0,1,b,,,,,,nothing,,,,,
8921,act_91_11,empty_room,5.0,1,b,,,,,,walk,,,,,
8922,act_91_12,empty_room,5.0,1,b,,,,,,rotation,,,,,
8923,act_91_13,empty_room,5.0,1,b,,,,,,jump,,,,,
8924,act_91_14,empty_room,5.0,1,b,,,,,,wave,,,,,
8925,act_91_15,empty_room,5.0,1,b,,,,,,lie_down,,,,,
8926,act_91_16,empty_room,5.0,1,b,,,,,,pick_up,,,,,
8927,act_91_17,empty_room,5.0,1,b,,,,,,sit_down,,,,,
8928,act_91_18,empty_room,5.0,1,b,,,,,,stand_up,,,,,
8929,act_91_19,empty_room,5.0,1,c,,,,,,nothing,,,,,
8930,act_91_20,empty_room,5.0,1,c,,,,,,walk,,,,,
8931,act_91_21,empty_room,5.0,1,c,,,,,,rotation,,,,,
8932,act_91_22,empty_room,5.0,1,c,,,,,,jump,,,,,
8933,act_91_23,empty_room,5.0,1,c,,,,,,wave,,,,,
8934,act_91_24,empty_room,5.0,1,c,,,,,,lie_down,,,,,
8935,act_91_25,empty_room,5.0,1,c,,,,,,pick_up,,,,,
8936,act_91_26,empty_room,5.0,1,c,,,,,,sit_down,,,,,
8937,act_91_27,empty_room,5.0,1,c,,,,,,stand_up,,,,,
8938,act_91_28,empty_room,5.0,1,d,,,,,,nothing,,,,,
8939,act_91_29,empty_room,5.0,1,d,,,,,,walk,,,,,
8940,act_91_30,empty_room,5.0,1,d,,,,,,rotation,,,,,
8941,act_91_31,empty_room,5.0,1,d,,,,,,jump,,,,,
8942,act_91_32,empty_room,5.0,1,d,,,,,,wave,,,,,
8943,act_91_33,empty_room,5.0,1,d,,,,,,lie_down,,,,,
8944,act_91_34,empty_room,5.0,1,d,,,,,,pick_up,,,,,
8945,act_91_35,empty_room,5.0,1,d,,,,,,sit_down,,,,,
8946,act_91_36,empty_room,5.0,1,d,,,,,,stand_up,,,,,
8947,act_91_37,empty_room,5.0,1,e,,,,,,nothing,,,,,
8948,act_91_38,empty_room,5.0,1,e,,,,,,walk,,,,,
8949,act_91_39,empty_room,5.0,1,e,,,,,,rotation,,,,,
8950,act_91_40,empty_room,5.0,1,e,,,,,,jump,,,,,
8951,act_91_41,empty_room,5.0,1,e,,,,,,wave,,,,,
8952,act_91_42,empty_room,5.0,1,e,,,,,,lie_down,,,,,
8953,act_91_43,empty_room,5.0,1,e,,,,,,pick_up,,,,,
8954,act_91_44,empty_room,5.0,1,e,,,,,,sit_down,,,,,
8955,act_91_45,empty_room,5.0,1,e,,,,,,stand_up,,,,,
8956,act_91_46,empty_room,5.0,1,a,,,,,,nothing,,,,,
8957,act_91_47,empty_room,5.0,1,a,,,,,,walk,,,,,
8958,act_91_48,empty_room,5.0,1,a,,,,,,rotation,,,,,
8959,act_91_49,empty_room,5.0,1,a,,,,,,jump,,,,,
8960,act_91_50,empty_room,5.0,1,a,,,,,,wave,,,,,
8961,act_91_51,empty_room,5.0,1,a,,,,,,lie_down,,,,,
8962,act_91_52,empty_room,5.0,1,a,,,,,,pick_up,,,,,
8963,act_91_53,empty_room,5.0,1,a,,,,,,sit_down,,,,,
8964,act_91_54,empty_room,5.0,1,a,,,,,,stand_up,,,,,
8965,act_91_55,empty_room,5.0,1,b,,,,,,nothing,,,,,
8966,act_91_56,empty_room,5.0,1,b,,,,,,walk,,,,,
8967,act_91_57,empty_room,5.0,1,b,,,,,,rotation,,,,,
8968,act_91_58,empty_room,5.0,1,b,,,,,,jump,,,,,
8969,act_91_59,empty_room,5.0,1,b,,,,,,wave,,,,,
8970,act_91_60,empty_room,5.0,1,b,,,,,,lie_down,,,,,
8971,act_91_61,empty_room,5.0,1,b,,,,,,pick_up,,,,,
8972,act_91_62,empty_room,5.0,1,b,,,,,,sit_down,,,,,
8973,act_91_63,empty_room,5.0,1,b,,,,,,stand_up,,,,,
8974,act_91_64,empty_room,5.0,1,c,,,,,,nothing,,,,,
8975,act_91_65,empty_room,5.0,1,c,,,,,,walk,,,,,
8976,act_91_66,empty_room,5.0,1,c,,,,,,rotation,,,,,
8977,act_91_67,empty_room,5.0,1,c,,,,,,jump,,,,,
8978,act_91_68,empty_room,5.0,1,c,,,,,,wave,,,,,
8979,act_91_69,empty_room,5.0,1,c,,,,,,lie_down,,,,,
8980,act_91_70,empty_room,5.0,1,c,,,,,,pick_up,,,,,
8981,act_91_71,empty_room,5.0,1,c,,,,,,sit_down,,,,,
8982,act_91_72,empty_room,5.0,1,c,,,,,,stand_up,,,,,
8983,act_91_73,empty_room,5.0,1,d,,,,,,nothing,,,,,
8984,act_91_74,empty_room,5.0,1,d,,,,,,walk,,,,,
8985,act_91_75,empty_room,5.0,1,d,,,,,,rotation,,,,,
8986,act_91_76,empty_room,5.0,1,d,,,,,,jump,,,,,
8987,act_91_77,empty_room,5.0,1,d,,,,,,wave,,,,,
8988,act_91_78,empty_room,5.0,1,d,,,,,,lie_down,,,,,
8989,act_91_79,empty_room,5.0,1,d,,,,,,pick_up,,,,,
8990,act_91_80,empty_room,5.0,1,d,,,,,,sit_down,,,,,
8991,act_91_81,empty_room,5.0,1,d,,,,,,stand_up,,,,,
8992,act_91_82,empty_room,5.0,1,e,,,,,,nothing,,,,,
8993,act_91_83,empty_room,5.0,1,e,,,,,,walk,,,,,
8994,act_91_84,empty_room,5.0,1,e,,,,,,rotation,,,,,
8995,act_91_85,empty_room,5.0,1,e,,,,,,jump,,,,,
8996,act_91_86,empty_room,5.0,1,e,,,,,,wave,,,,,
8997,act_91_87,empty_room,5.0,1,e,,,,,,lie_down,,,,,
8998,act_91_88,empty_room,5.0,1,e,,,,,,pick_up,,,,,
8999,act_91_89,empty_room,5.0,1,e,,,,,,sit_down,,,,,
9000,act_91_90,empty_room,5.0,1,e,,,,,,stand_up,,,,,
